id,bf,proper,ra,dec,dist,mag,absmag,spect,ci,bayer,flam,con
89583,106    Her,NA,18.338309,21.961297,120.1923,4.92,-0.479,M1III,1.594,NA,106,Her
89630,43Phi Dra,NA,18.345955,71.337814,92.8505,4.22,-0.619,A0p (Si),-0.093,Phi,43,Dra
89640,74    Oph,NA,18.347795,3.377165,79.8722,4.85,0.338,G8III,0.911,NA,74,Oph
89648,108    Her,NA,18.349158,29.858925,56.1798,5.61,1.862,A5m,0.231,NA,108,Her
89653,19Del Sgr,Kaus Meridionalis,18.3499,-29.828103,106.6098,2.72,-2.419,K3III,1.38,Del,19,Sgr
89657,107    Her,NA,18.350283,28.869954,80.6452,5.12,0.587,A7V,0.212,NA,107,Her
89660,44Chi Dra,NA,18.350736,72.732843,8.0574,3.55,4.019,F7Vvar,0.489,Chi,44,Dra
89684,58Eta Ser,NA,18.355167,-2.898825,18.5426,3.23,1.889,K0III-IV,0.941,Eta,58,Ser
89690,NA,NA,18.356385,-18.859999,378.7879,5.76,-2.132,F8II,0.67,NA,NA,Sgr
89703,NA,NA,18.359075,49.121593,198.8072,5.02,-1.472,M2III,1.619,NA,NA,Dra
89745,NA,NA,18.369083,23.285176,199.6008,5.41,-1.091,K5III,1.633,NA,NA,Her
89759,NA,NA,18.371828,-38.656894,148.5884,5.09,-0.77,K4/K5III,1.498,NA,NA,CrA
89774,NA,NA,18.376477,12.02968,134.7709,5.99,0.342,A2V,0.056,NA,NA,Oph
89788,NA,NA,18.380288,17.826616,111.2347,5.25,0.019,K3III,1.25,NA,NA,Her
89795,NA,NA,18.38141,-36.669556,170.6485,5.33,-0.831,B7Ib/II,-0.121,NA,NA,Sgr
89817,NA,NA,18.386712,-12.014755,188.6792,5.71,-0.669,B5V,0.006,NA,NA,Sct
89819,Xi  Pav,NA,18.387117,-61.493901,143.6782,4.35,-1.437,M1III SB,1.462,Xi,NA,Pav
89845,NA,NA,18.39134,-36.237987,87.8735,5.52,0.801,K0III,1.015,NA,NA,Sgr
89854,Phi Oct,NA,18.393456,-75.044277,59.4884,5.47,1.598,A0V,0.043,Phi,NA,Oct
89856,Zet Sct,NA,18.394329,-8.934383,63.3714,4.66,0.651,K0III,0.932,Zet,NA,Sct
89860,109    Her,NA,18.394967,21.769752,36.4697,3.85,1.04,K2III,1.168,NA,109,Her
89877,39    Dra,NA,18.398507,58.800736,56.4653,4.98,1.221,A3V,0.082,NA,39,Dra
89906,20Eps Sgr,Kaus Australis,18.402868,-34.384616,43.9367,1.79,-1.424,B9.5III,-0.031,Eps,20,Sgr
89912,2Mu  Lyr,NA,18.40383,39.507239,134.5895,5.11,-0.535,A3IVn,0.047,Mu,2,Lyr
89921,NA,NA,18.405067,-44.110256,149.4768,5.24,-0.633,B2.5Vn,-0.163,NA,NA,CrA
89981,18    Sgr,NA,18.417066,-30.75657,196.0784,5.58,-0.882,K0III,1.138,NA,18,Sgr
90010,21    Sgr,NA,18.422511,-20.541679,125.7862,4.81,-0.688,A1/A2V,1.31,NA,21,Sgr
90034,NA,NA,18.427444,8.032006,241.5459,5.64,-1.275,G8III-IV+..,0.884,NA,NA,Oph
90063,NA,NA,18.432996,29.82893,124.2236,5.81,0.339,A2IV,0.068,NA,NA,Her
90065,42    Dra,NA,18.433069,65.56348,96.5251,4.82,-0.103,K2III,1.179,NA,42,Dra
90135,NA,NA,18.448336,-48.117243,152.6718,5.44,-0.479,K0/K1III+..,0.855,NA,NA,Tel
90143,Alp Tel,NA,18.449561,-45.968459,85.1789,3.49,-1.162,B3IV,-0.179,Alp,NA,Tel
90162,59    Ser,NA,18.453475,0.196108,143.8849,5.2,-0.59,G0III+...,0.487,NA,59,Ser
90206,NA,NA,18.463745,-29.816865,36.6032,5.9,3.082,F8V,0.517,NA,NA,Sgr
90217,22Lam Sgr,Kaus Borealis,18.466179,-25.4217,23.9693,2.82,0.922,K1IIIb,1.025,Lam,22,Sgr
90218,NA,NA,18.466326,6.194104,216.9197,5.71,-0.971,B8III-IV,-0.034,NA,NA,Ser
90261,NA,NA,18.474198,-38.995671,126.1034,5.63,0.126,A2m...,0.14,NA,NA,CrA
90288,Zet Tel,NA,18.480505,-49.070588,38.6997,4.1,1.161,G8/K0III,0.995,Zet,NA,Tel
90315,Gam Sct,NA,18.486626,-14.565813,97.9432,4.67,-0.285,A1IV/V,0.076,Gam,NA,Sct
90326,NA,NA,18.488891,-80.232708,119.0476,5.95,0.571,K2III,1.173,NA,NA,Oct
90357,NA,NA,18.493253,23.866202,375.9398,5.87,-2.006,B6IV,-0.096,NA,NA,Her
90362,60    Ser,NA,18.494717,-1.985308,70.4225,5.38,1.141,K0III,0.961,NA,60,Ser
90367,NA,NA,18.495823,77.547068,125.3133,5.65,0.16,K4III,1.192,NA,NA,Dra
90382,NA,NA,18.498871,-47.220546,198.0198,5.69,-0.794,K2III,1.258,NA,NA,Tel
90384,NA,NA,18.499086,-57.523143,97.561,5.74,0.794,K0III,0.987,NA,NA,Pav
90406,NA,NA,18.503295,-18.728794,90.1713,5.63,0.855,K0III,1.057,NA,NA,Sgr
90480,NA,NA,18.517903,16.928556,133.5113,5.76,0.132,A2V,0.053,NA,NA,Her
90481,NA,NA,18.518012,-32.989114,88.8889,5.37,0.626,A5V,0.182,NA,NA,Sgr
90515,Nu  Pav,NA,18.522896,-62.278302,134.5895,4.63,-1.015,B8III,-0.116,Nu,NA,Pav
90522,NA,NA,18.523804,-10.795836,330.033,5.77,-1.823,B2V,0.379,NA,NA,Sct
90524,NA,NA,18.523971,-18.402697,68.3995,5.12,0.945,B9/B9.5V,0.016,NA,NA,Sgr
90548,Del1Tel,NA,18.529287,-45.914814,216.9197,4.92,-1.761,B6IV,-0.101,Del-1,NA,Tel
90559,NA,NA,18.532284,-43.507383,337.8378,5.71,-1.934,K2III,1.322,NA,NA,CrA
90562,61    Ser,NA,18.532498,-1.002977,188.3239,5.93,-0.445,A4III,0.17,NA,61,Ser
90571,Del2Tel,NA,18.533874,-45.757382,366.3004,5.07,-2.749,B3III,-0.127,Del-2,NA,Tel
90605,NA,NA,18.539257,-39.704001,70.2741,5.16,0.926,A3V,0.079,NA,NA,CrA
90623,45    Dra,NA,18.542923,57.045599,649.3506,4.77,-4.292,F7Ib,0.611,NA,45,Dra
90631,NA,NA,18.545367,-14.865662,884.9558,5.47,-4.265,K3Iab,1.998,NA,NA,Sct
90633,NA,NA,18.546154,23.616801,230.9469,5.88,-0.938,K5III,1.49,NA,NA,Her
90640,NA,NA,18.54721,30.554209,109.6491,5.47,0.27,B8IV,-0.077,NA,NA,Lyr
90648,NA,NA,18.548704,-73.965596,108.8139,5.88,0.697,K0III,0.992,NA,NA,Pav
90688,Kap1CrA,NA,18.556426,-38.725985,298.5075,5.67,-1.705,B9.5,-0.06,Kap-1,NA,CrA
90700,The CrA,NA,18.558383,-42.31251,170.9402,4.62,-1.544,G5III,0.994,The,NA,CrA
90709,NA,NA,18.560839,-14.853614,69.5894,5.74,1.527,A0/A1V,0.043,NA,NA,Sct
90722,24    Sgr,NA,18.564857,-24.032283,632.9114,5.49,-3.517,K3III,1.795,NA,24,Sgr
90731,NA,NA,18.565749,52.353517,195.6947,5.38,-1.078,K0III,1.091,NA,NA,Dra
90733,NA,NA,18.566046,-33.01656,404.8583,5.28,-2.757,B2III/IV,-0.115,NA,NA,Sgr
90823,NA,NA,18.583998,-10.977206,100.9082,5.12,0.1,G8III,0.926,NA,NA,Sct
90835,Alp Sct,NA,18.586785,-8.244073,61.0501,3.85,-0.078,K2III,1.317,Alp,NA,Sct
90836,NA,NA,18.586834,18.20341,198.4127,5.79,-0.698,A0Vn,0.006,NA,NA,Her
90857,NA,NA,18.591777,23.60553,144.3001,5.62,-0.176,G8III,1.015,NA,NA,Her
90935,NA,NA,18.607731,9.122491,38.5208,5.38,2.452,F5III,0.387,NA,NA,Oph
90953,NA,NA,18.610373,33.469036,154.5595,5.41,-0.535,B8II-IIIp..,-0.101,NA,NA,Lyr
90955,NA,NA,18.610854,6.671805,33.0797,5.43,2.832,F3V,0.386,NA,NA,Oph
90979,3Alp Lyr,Vega,18.61564,38.783692,7.6787,0.03,0.604,A0Vvar,-0.001,Alp,3,Lyr
91033,NA,NA,18.625974,62.526591,119.0476,5.74,0.361,A0V,-0.045,NA,NA,Dra
91039,NA,NA,18.626656,-0.309472,160.5136,5.76,-0.268,A2V,0.067,NA,NA,Ser
91064,NA,NA,18.631785,-21.397725,104.3841,5.93,0.837,A5IV,0.189,NA,NA,Sgr
91122,NA,NA,18.641865,-23.504893,151.0574,5.78,-0.116,B8III,-0.018,NA,NA,Sgr
91156,NA,NA,18.648168,-21.051871,13.0839,5.85,5.266,G5V,0.673,NA,NA,Sgr
91178,NA,NA,18.653968,-47.909767,109.4092,5.84,0.645,A3V,0.233,NA,NA,Tel
91211,NA,NA,18.659768,-43.185878,196.0784,5.42,-1.042,M2III,1.654,NA,NA,CrA
91249,NA,NA,18.666774,-7.790799,178.5714,5.82,-0.439,K4III,1.536,NA,NA,Sct
91441,Del Sct,NA,18.704563,-9.052549,62.0732,4.7,0.735,F2IIIp d Del,0.358,Del,NA,Sct
91471,46    Dra,NA,18.710543,55.539457,104.3841,5.03,-0.063,B9.5p...,-0.07,NA,46,Dra
91507,Zet Pav,NA,18.71726,-71.428113,66.9792,4.01,-0.12,K2III,1.134,Zet,NA,Pav
91559,Eps Sct,NA,18.725348,-8.275215,165.0165,4.88,-1.208,G8II,1.112,Eps,NA,Sct
91568,NA,NA,18.727035,-64.551425,108.9325,5.76,0.574,K0III,0.967,NA,NA,Pav
91589,Lam CrA,NA,18.729706,-38.323441,62.9327,5.11,1.116,A0/A1V,0.075,Lam,NA,CrA
91597,NA,NA,18.730999,31.926613,50.3018,5.68,2.172,F1III-IV,0.36,NA,NA,Lyr
91632,NA,NA,18.738711,-35.641987,143.0615,4.86,-0.918,B2V,-0.168,NA,NA,Sgr
91633,4Eps1Lyr,NA,18.738984,39.670123,49.776,4.67,1.185,F1V,0.17,Eps-1,4,Lyr
91639,5Eps2Lyr,NA,18.739661,39.612721,47.6872,4.59,1.198,A8Vn,0.18,Eps-2,5,Lyr
91684,6Zet1Lyr,NA,18.746209,37.605115,47.8698,4.34,0.94,Am,0.192,Zet-1,6,Lyr
91686,7Zet2Lyr,NA,18.746722,37.594615,47.6872,5.73,2.338,F0IVvar,0.285,Zet-2,7,Lyr
91687,NA,NA,18.747112,-25.010914,177.305,5.82,-0.424,B8III,0.033,NA,NA,Sgr
91688,4    Aql,NA,18.747205,2.060038,142.6534,5.02,-0.751,B9V,-0.055,NA,4,Aql
91702,NA,NA,18.74921,-39.686188,400,5.4,-2.61,K1/K2III+..,0.85,NA,NA,CrA
91737,NA,NA,18.757465,-64.871259,28.547,4.78,2.502,A7V,0.199,NA,NA,Pav
91740,NA,NA,18.757879,5.500128,188.6792,5.82,-0.559,A1V,0.041,NA,NA,Ser
91754,27Phi Sgr,NA,18.76094,-26.990778,73.3676,3.17,-1.158,B8.5III,-0.107,Phi,27,Sgr
91756,110    Her,NA,18.761035,20.546308,19.2086,4.19,2.773,F6V,0.483,NA,110,Her
91769,NA,NA,18.762989,74.085553,96.8054,5.25,0.321,K0II-III,0.953,NA,NA,Dra
91801,NA,NA,18.767911,26.66213,78.125,4.83,0.366,K3III,1.199,NA,NA,Lyr
91824,28    Sgr,NA,18.772391,-22.392176,209.6436,5.37,-1.237,K5III,1.591,NA,28,Sgr
91825,50    Dra,NA,18.772849,75.433964,85.8369,5.37,0.702,A1Vn,0.049,NA,50,Dra
91830,5    Aql,NA,18.77461,-0.961692,111.8568,5.89,0.647,A2m,0.131,NA,5,Aql
91846,NA,NA,18.778634,52.98796,396.8254,5.91,-2.083,B2.5V,-0.096,NA,NA,Dra
91849,NA,NA,18.778701,-10.125048,100000,5.69,-14.31,F2Ib-II,0.584,NA,NA,Sct
91874,111    Her,NA,18.783686,18.181519,28.8934,4.34,2.036,A5III,0.148,NA,111,Her
91888,Bet Sct,NA,18.786242,-4.747867,280.8989,4.22,-3.023,G5II...,1.087,Bet,NA,Sct
91915,NA,NA,18.791375,-5.705147,100000,5.38,-14.62,K0Ibpvar,1.28,NA,NA,Sct
91939,Mu  CrA,NA,18.795726,-40.406167,121.3592,5.2,-0.22,G5/G6III,0.781,Mu,NA,CrA
92007,The Pav,NA,18.810538,-65.077679,67.7048,5.71,1.557,A9V,0.268,The,NA,Pav
92021,Eta1CrA,NA,18.814024,-43.680047,103.0928,5.46,0.394,A2Vn,0.133,Eta-1,NA,CrA
92025,NA,NA,18.814829,19.32872,87.6424,5.89,1.176,A1V,0.022,NA,NA,Her
92079,NA,NA,18.824257,-45.8101,109.8901,5.8,0.595,G6IV,0.891,NA,NA,Tel
92094,Eta2CrA,NA,18.826388,-43.434102,147.7105,5.6,-0.247,B9IV,-0.077,Eta-2,NA,CrA
92102,29    Sgr,NA,18.827807,-20.324656,286.533,5.22,-2.066,K2III,1.404,NA,29,Sgr
92103,NA,NA,18.828043,-5.912863,534.7594,5.99,-2.651,K2Ib,1.568,NA,NA,Sct
92110,8Nu 1Lyr,NA,18.82942,32.81282,401.6064,5.93,-2.089,B3IV,-0.154,Nu-1,8,Lyr
92117,9Nu 2Lyr,NA,18.831366,32.551058,70.9723,5.22,0.965,A3V,0.1,Nu-2,9,Lyr
92133,10Bet Lyr,Sheliak,18.834665,33.362667,294.9853,3.52,-3.829,A8:V comp SB,0.003,Bet,10,Lyr
92199,NA,NA,18.849586,-9.774096,854.7009,5.82,-3.839,F2Ib,0.594,NA,NA,Sct
92225,47Omi Dra,NA,18.853348,59.388351,104.8218,4.63,-0.472,K0II-III SB,1.185,Omi,47,Dra
92260,NA,NA,18.859712,52.975117,25.6674,5.51,3.463,G9IVa,0.843,NA,NA,Dra
92319,Lam Pav,NA,18.870288,-62.187593,438.5965,4.22,-3.99,B2II-III,-0.15,Lam,NA,Pav
92324,112    Her,NA,18.87123,21.425142,124.3781,5.43,-0.044,B9p...,-0.068,NA,112,Her
92340,NA,NA,18.874229,-46.595119,317.4603,5.51,-1.998,M0III,1.641,NA,NA,Tel
92356,Kap Tel,NA,18.877675,-52.10737,83.3333,5.18,0.576,G8/K0III,0.962,Kap,NA,Tel
92399,NA,NA,18.887096,50.708221,139.8601,4.92,-0.808,G8III,0.903,NA,NA,Dra
92438,11Del1Lyr,NA,18.895433,36.971721,303.9514,5.58,-1.834,B2.5V,-0.138,Del-1,11,Lyr
92457,33    Sgr,NA,18.900025,-21.359845,502.5126,5.68,-2.826,G8/K0II,1.206,NA,33,Sgr
92471,32Nu 1Sgr,NA,18.902827,-22.744834,344.8276,4.86,-2.828,K1II,1.412,Nu-1,32,Sgr
92478,NA,NA,18.90368,27.909528,111.3586,5.64,0.406,K4III,1.361,NA,NA,Lyr
92492,52Ups Dra,NA,18.90661,71.297192,105.4852,4.82,-0.296,K0III,1.151,Ups,52,Dra
92502,12Del2Lyr,NA,18.908412,36.898613,225.7336,4.22,-2.548,M4IIvar,1.575,Del-2,12,Lyr
92524,NA,NA,18.911976,-15.603036,429.1845,5.08,-3.083,B3II,0.141,NA,NA,Sct
92527,113    Her,NA,18.912468,22.645076,144.7178,4.57,-1.233,G4III+...,0.782,NA,113,Her
92532,NA,NA,18.913095,48.859401,55.2792,5.84,2.127,F3III,0.452,NA,NA,Dra
92534,Chi Oct,NA,18.91323,-87.605843,78.7402,5.29,0.809,K3III,1.304,Chi,NA,Oct
92541,NA,NA,18.914494,41.602723,81.9672,5.46,0.892,G8III,1.034,NA,NA,Lyr
92543,NA,NA,18.914588,33.968576,358.4229,5.99,-1.782,G8III+...,0.922,NA,NA,Lyr
92554,35Nu 2Sgr,NA,18.918649,-22.671328,83.9631,5,0.38,K1Ib/II,1.348,Nu-2,35,Sgr
92564,34Sig Sgr,Nunki,18.92109,-26.296722,69.8324,2.05,-2.17,B2.5V,-0.134,Sig,34,Sgr
92571,13    Lyr,NA,18.922249,43.946088,91.4077,4.08,-0.725,M5IIIvar,1.397,NA,13,Lyr
92581,NA,NA,18.92429,6.61529,88.2613,5.58,0.851,G9III,1.041,NA,NA,Aql
92591,NA,NA,18.92528,-16.376635,31.7158,5.56,3.054,F5/F6IV/V,0.445,NA,NA,Sgr
92639,NA,NA,18.93352,-23.173751,194.9318,5.91,-0.539,B6III,-0.021,NA,NA,Sgr
92645,NA,NA,18.935034,18.10541,92.2509,5.69,0.865,K1III,1.092,NA,NA,Her
92654,63The1Ser,NA,18.936995,4.203595,47.4158,4.62,1.24,A5V,0.161,The-1,63,Ser
92659,63The2Ser,NA,18.937401,4.202132,51.9481,4.98,1.402,A5Vn,0.204,The-2,63,Ser
92661,NA,NA,18.938044,-42.710676,90.5797,5.35,0.565,G6III-IV,0.998,NA,NA,CrA
92677,NA,NA,18.940481,65.258084,96.1538,5.62,0.705,G8III,0.938,NA,NA,Dra
92697,NA,NA,18.944582,-37.343241,131.9261,5.36,-0.242,B3V,-0.147,NA,NA,CrA
92705,48    Dra,NA,18.945851,57.814851,84.674,5.67,1.031,K1III,1.155,NA,48,Dra
92723,Kap Pav,NA,18.949177,-67.233495,153.3742,4.4,-1.529,F5Ib-II:,0.53,Kap,NA,Pav
92725,NA,NA,18.950441,32.901273,14.8721,5.2,4.338,G0V,0.594,NA,NA,Lyr
92733,Eta Sct,NA,18.951019,-5.846314,62.0347,4.83,0.867,K1III,1.057,Eta,NA,Sct
92758,64    Ser,NA,18.954608,2.535346,348.4321,5.56,-2.151,B9IIIp...,0.004,NA,64,Ser
92764,36Xi 1Sgr,NA,18.955688,-20.656346,632.9114,5.02,-3.987,B9.5Ib,0.137,Xi-1,36,Sgr
92793,37Xi 2Sgr,NA,18.962167,-21.106654,111.9821,3.52,-1.726,G8/K0II/III,1.151,Xi-2,37,Sgr
92811,NA,NA,18.967194,38.266188,177.305,5.89,-0.354,B7IV,-0.09,NA,NA,Lyr
92831,NA,NA,18.970763,17.360912,473.9336,5.33,-3.049,F8Ib,0.731,NA,NA,Aql
92855,Lam Tel,NA,18.974378,-52.938629,187.6173,4.85,-1.516,A0V,-0.051,Lam,NA,Tel
92870,Ome Pav,NA,18.976812,-60.20055,172.7116,5.14,-1.047,K1III-IV,1.355,Ome,NA,Pav
92881,Eps CrA,NA,18.978721,-37.107357,30.1841,4.83,2.431,F3IV/V,0.396,Eps,NA,CrA
92886,10    Aql,NA,18.979701,13.906648,78.3699,5.91,1.439,F0spe...,0.251,NA,10,Aql
92902,14Gam Lyr,NA,18.982395,32.689557,190.1141,3.25,-3.145,B9III,-0.049,Gam,14,Lyr
92910,11    Aql,NA,18.984928,13.622245,48.4262,5.27,1.845,F8V,0.573,NA,11,Aql
92931,NA,NA,18.989945,-12.840517,146.1988,5.51,-0.315,B4V,-0.038,NA,NA,Sgr
92951,13Eps Aql,NA,18.993711,15.068298,47.5059,4.02,0.636,K2III,1.082,Eps,13,Aql
92963,NA,NA,18.995966,26.230404,99.2063,5.26,0.277,K2III,1.228,NA,NA,Lyr
92987,15Lam Lyr,NA,19.000229,32.145514,338.9831,4.94,-2.711,K3III,1.465,Lam,15,Lyr
92994,NA,NA,19.000987,-66.653618,136.0544,5.98,0.311,K0III,0.977,NA,NA,Pav
93006,NA,NA,19.003799,50.533466,205.7613,5.39,-1.177,B2.5IV,-0.182,NA,NA,Dra
93047,49    Dra,NA,19.012072,55.658301,150.8296,5.51,-0.382,G5IIbCN...,0.862,NA,49,Dra
93100,NA,NA,19.021488,26.291411,199.2032,5.69,-0.806,B5V,-0.086,NA,NA,Lyr
93115,16    Lyr,NA,19.023991,46.934812,37.4392,5,2.133,A7V,0.186,NA,16,Lyr
93136,12    Aql,NA,19.028008,-5.739115,44.1306,4.02,0.796,K1IIIvar,1.079,NA,12,Aql
93205,NA,NA,19.041022,-24.846826,78.9889,5.63,1.142,K2III,1.232,NA,NA,Sgr
93213,38Zet Sgr,NA,19.043532,-29.880105,27.0416,2.6,0.44,A3IV,0.062,Zet,38,Sgr
93233,14    Aql,NA,19.048472,-3.698987,153.1394,5.4,-0.525,A1V,-0.005,NA,14,Aql
93244,NA,NA,19.051057,-19.245686,606.0606,5.96,-2.953,K0II/III,1.158,NA,NA,Sgr
93248,Zet CrA,NA,19.051907,-42.095105,59.2066,4.74,0.878,A0Vn,-0.027,Zet,NA,CrA
93258,NA,NA,19.054915,-38.253147,68.4932,5.73,1.552,F2III/IV,0.328,NA,NA,CrA
93279,NA,NA,19.058242,-68.755544,56.3063,5.89,2.137,F8V,0.553,NA,NA,Pav
93285,NA,NA,19.058959,1.818768,54.8847,5.82,2.123,A4V,0.182,NA,NA,Aql
93329,NA,NA,19.065985,-51.018604,99.8004,5.93,0.934,K0/K1III,1.236,NA,NA,Tel
93372,NA,NA,19.073627,-31.047079,147.0588,5.49,-0.347,A0V,0.026,NA,NA,Sgr
93388,39Omi Sgr,NA,19.07805,-21.741496,43.554,3.76,0.565,K0III,1.012,Omi,39,Sgr
93418,51    Dra,NA,19.081991,53.396654,111.1111,5.4,0.171,A0Vn,-0.014,NA,51,Dra
93422,15    Aql,NA,19.082687,-4.03142,88.7311,5.4,0.66,K1III,1.12,NA,15,Aql
93423,NA,NA,19.082741,31.744072,189.7533,5.63,-0.761,M0III,1.548,NA,NA,Lyr
93452,17Zet Aql,NA,19.090169,13.863478,25.4582,2.99,0.961,A0Vn,0.014,Zet,17,Aql
93468,NA,NA,19.094772,-15.660419,219.2982,5.93,-0.775,B8IIIsp...,-0.015,NA,NA,Sgr
93510,16Lam Aql,NA,19.10415,-4.882554,37.9219,3.43,0.536,B9Vn,-0.096,Lam,16,Aql
93520,Rho Tel,NA,19.10554,-52.34091,56.7215,5.17,1.401,F7V,0.532,Rho,NA,Tel
93530,Gam CrA,NA,19.106971,-37.063437,17.304,4.23,3.039,F7IV-V,0.523,Gam,NA,CrA
93548,NA,NA,19.11048,28.628595,39.968,5.53,2.521,F0III,0.296,NA,NA,Lyr
93550,NA,NA,19.110665,24.250793,107.1811,5.78,0.629,A4III,0.104,NA,NA,Vul
93567,NA,NA,19.115445,-48.299144,117.9245,5.95,0.592,A0V,-0.017,NA,NA,Tel
93569,40Tau Sgr,NA,19.11567,-27.670423,37.2856,3.32,0.462,K1/K2III,1.169,Tau,40,Sgr
93572,18    Aql,NA,19.116279,11.071228,214.1328,5.07,-1.583,B8III,-0.055,NA,18,Aql
93608,18Iot Lyr,NA,19.121703,36.100157,274.7253,5.25,-1.944,B6IV,-0.109,Iot,18,Lyr
93622,17    Lyr,NA,19.123769,32.501738,41.58,5.2,2.106,F0V,0.367,NA,17,Lyr
93701,NA,NA,19.137973,-19.290289,396.8254,5.56,-2.433,B2V,-0.087,NA,NA,Sgr
93710,Del CrA,NA,19.139156,-40.496703,54.7345,4.57,0.879,K1III,1.07,Del,NA,CrA
93718,NA,NA,19.140507,52.425731,71.0227,5.88,1.623,K1IV,1.086,NA,NA,Cyg
93773,19    Aql,NA,19.149976,6.073207,45.7875,5.23,1.926,F0III-IV,0.346,NA,19,Aql
93788,59    Dra,NA,19.152716,76.560502,27.3,5.11,2.929,A9V,0.308,NA,59,Dra
93819,Alp CrA,NA,19.157869,-37.904474,38.432,4.11,1.187,A0/A1V,0.042,Alp,NA,CrA
93846,41Pi  Sgr,Albaldah,19.162731,-21.023615,156.25,2.88,-3.089,F2II/III,0.377,Pi,41,Sgr
93855,NA,NA,19.164642,-68.424448,37.3832,5.31,2.447,G8/K0III/IV,0.901,NA,NA,Pav
93862,NA,NA,19.166015,-41.892256,444.4444,5.86,-2.379,B5V,-0.08,NA,NA,CrA
93865,Bet CrA,NA,19.167154,-39.340796,145.3488,4.1,-1.712,K0II/IIICN.,1.163,Bet,NA,CrA
94007,53    Dra,NA,19.194597,56.859213,105.4852,5.13,0.014,G8III,1.008,NA,53,Dra
94016,19    Lyr,NA,19.196114,31.283456,273.224,5.93,-1.253,B9p Si,-0.062,NA,19,Lyr
94042,NA,NA,19.201416,49.855755,24.4499,5.85,3.909,G4V+...,0.666,NA,NA,Cyg
94081,57Del Dra,NA,19.209225,67.661541,29.8686,3.07,0.694,G9III,0.99,Del,57,Dra
94090,20    Aql,NA,19.211309,-7.939518,300.3003,5.35,-2.038,B3V,0.094,NA,20,Aql
94139,NA,NA,19.220463,-25.906786,520.8333,5.79,-2.793,K2III,1.387,NA,NA,Sgr
94143,NA,NA,19.220979,-12.282584,166.113,5.51,-0.592,K3III,1.442,NA,NA,Sgr
94182,21    Aql,NA,19.228529,2.293707,217.8649,5.14,-1.551,B8II-III,-0.071,NA,21,Aql
94186,20Eta Lyr,NA,19.229302,39.145968,425.5319,4.43,-3.715,B2.5IV,-0.15,Eta,20,Lyr
94195,54    Dra,NA,19.231987,57.705102,50.6586,5,1.477,K2III,1.156,NA,54,Dra
94261,NA,NA,19.244319,-45.193527,91.3242,5.91,1.107,G8III,0.902,NA,NA,CrA
94325,1    Sge,NA,19.254822,21.232118,91.8274,5.65,0.835,A4V,0.121,NA,1,Sge
94329,NA,NA,19.255581,15.083651,212.3142,5.58,-1.055,G8II-III,1.067,NA,NA,Aql
94335,NA,NA,19.256905,30.526381,389.1051,5.88,-2.07,M0III,1.665,NA,NA,Lyr
94348,42Psi Sgr,NA,19.259007,-25.256682,91.4913,4.86,0.053,K0/K1III+..,0.569,Psi,42,Sgr
94352,60Tau Dra,NA,19.259229,73.355468,44.8833,4.45,1.19,K3III,1.257,Tau,60,Dra
94408,1    Vul,NA,19.270288999999998,21.390428,248.7562,4.76,-2.219,B4IV,-0.058,NA,1,Vul
94417,NA,NA,19.272706,-45.466033,167.2241,5.38,-0.736,K3III,1.349,NA,NA,Tel
94418,21The Lyr,NA,19.272804,38.133731,255.102,4.35,-2.684,K0II,1.258,The,21,Lyr
94425,NA,NA,19.274108,14.544616,125.6281,5.65,0.155,B9.5V,-0.02,NA,NA,Aql
94432,22    Aql,NA,19.275287,4.834795,164.4737,5.59,-0.49,A3IV,0.101,NA,22,Aql
94484,1Kap Cyg,NA,19.28504,53.368459,38.0662,3.8,0.897,K0III,0.95,Kap,1,Cyg
94494,NA,NA,19.286729,-66.661048,91.5751,5.52,0.711,A4IV/V,0.17,NA,NA,Pav
94525,43    Sgr,NA,19.293911,-18.952908,147.7105,4.88,-0.967,K0III,1.013,NA,43,Sgr
94532,2    Vul,NA,19.295454,23.02554,373.1343,5.46,-2.399,B0.5IV,0.02,NA,2,Vul
94539,25Ome1Aql,NA,19.296944,11.595422,127.2265,5.28,-0.243,F0IV,0.196,Ome-1,25,Aql
94590,23    Aql,NA,19.309026,1.085129,113.7656,5.1,-0.18,K2II-IIIvar,1.143,NA,23,Aql
94689,28    Aql,NA,19.327597,12.37468,103.4126,5.53,0.457,F0III,0.265,NA,28,Aql
94691,NA,NA,19.327776,-35.421452,276.2431,5.59,-1.616,B4III,-0.122,NA,NA,Sgr
94743,NA,NA,19.337783,57.645129,242.1308,5.91,-1.01,M1III,1.626,NA,NA,Dra
94771,26    Aql,NA,19.342473,-5.415766,47.2813,4.98,1.607,G8III-IV...,0.937,NA,26,Aql
94778,27    Aql,NA,19.343246,-0.892161,134.2282,5.46,-0.179,B9III,-0.041,NA,27,Aql
94782,NA,NA,19.34393,-22.402535,55.371,5.59,1.874,A6:m...,0.276,NA,NA,Sgr
94786,58Pi  Dra,NA,19.344467,65.714531,70.1754,4.6,0.369,A2IIIs,0.033,Pi,58,Dra
94873,44Rho1Sgr,NA,19.361211,-17.847197,38.9257,3.92,0.969,F0III/IV,0.228,Rho-1,44,Sgr
94881,46Ups Sgr,NA,19.362117,-15.955018,546.4481,4.52,-4.168,F2p,0.079,Ups,46,Sgr
