id,bf,proper,ra,dec,dist,mag,absmag,spect,ci,bayer,flam,con
0,NA,Sol,0,0,0,-26.7,4.85,G2V,0.656,NA,NA,NA
88,Tau Phe,NA,0.017941,-48.809876,181.8182,5.71,-0.588,G8III,0.911,Tau,NA,Phe
107,NA,NA,0.022255,-50.337373,166.3894,5.53,-0.576,M2III,1.615,NA,NA,Phe
122,The Oct,NA,0.026616,-77.065724,66.5779,4.78,0.663,K2III,1.254,The,NA,Oct
124,NA,NA,0.026949,61.222801,943.3962,5.58,-4.293,F0III,0.407,NA,NA,Cas
145,29    Psc,NA,0.030402,-3.027504,139.2758,5.13,-0.589,B7III-IV,-0.128,NA,29,Psc
154,30    Psc,NA,0.032672,-6.014072,132.4503,4.37,-1.24,M3III,1.631,NA,30,Psc
171,85    Peg,NA,0.036139,27.082256,12.1699,5.8,5.374,G3V,0.69,NA,85,Peg
183,Zet Scl,NA,0.038867,-29.720414,154.0832,5.04,-0.899,B4V,-0.15,Zet,NA,Scl
194,32    Psc,NA,0.041584,8.485463,36.9004,5.7,2.865,F0V,0.315,NA,32,Psc
208,NA,NA,0.043357,66.098966,100000,5.87,-14.13,G8III,1.073,NA,NA,Cas
300,2    Cet,NA,0.062330000000000003,-17.335988,83.4725,4.55,-0.058,B9IVn,-0.047,NA,2,Cet
330,9    Cas,NA,0.070462,62.287664,100000,5.9,-14.1,A1III,0.274,NA,9,Cas
343,NA,NA,0.072165000000000007,-16.529036,90.6618,5.78,0.993,K0III,1.084,NA,NA,Cet
355,3    Cet,NA,0.075033,-10.509523,641.0256,4.99,-4.044,K3Ibvar,1.619,NA,3,Cet
377,NA,NA,0.078131,-71.436891,175.4386,5.59,-0.631,B8III,-0.1,NA,NA,Tuc
379,NA,NA,0.078304,67.166445,92.6784,5.68,0.845,K1III,1.051,NA,NA,Cep
418,NA,NA,0.085039,61.31397,221.7295,5.8,-0.929,B8MNp...,-0.067,NA,NA,Cas
441,33    Psc,NA,0.088928,-5.707618,39.4945,4.61,1.627,K1III,1.029,NA,33,Psc
475,86    Peg,NA,0.094989,13.396266,114.2857,5.55,0.26,G5III,0.901,NA,86,Peg
517,NA,NA,0.104356,58.436733,21.4777,5.98,4.32,G5V,0.687,NA,NA,Cas
521,NA,NA,0.105277,-49.075191,25.7136,5.7,3.649,G1IV...,0.519,NA,NA,Phe
530,10    Cas,NA,0.10737,64.196168,265.9574,5.57,-1.554,B9III,-0.023,NA,10,Cas
635,NA,NA,0.129693,-22.50856,78.3699,5.93,1.459,A1V,0.141,NA,NA,Cet
654,NA,NA,0.134303,-33.529326,94.9668,5.67,0.782,K1III,1.119,NA,NA,Scl
670,NA,NA,0.138204,-8.824112,98.4252,5.99,1.024,G8III:,1.034,NA,NA,Cet
676,21Alp And,Alpheratz,0.139791,29.090432,29.7442,2.07,-0.297,B9p,-0.038,Alp,21,And
727,87    Peg,NA,0.150672,18.211963,87.4126,5.57,0.862,G9III,1.043,NA,87,Peg
744,11Bet Cas,Caph,0.152887,59.14978,16.7842,2.28,1.155,F2III-IV,0.38,Bet,11,Cas
759,Kap1Scl,NA,0.155851,-27.987928,77.4593,5.42,0.975,F3V,0.414,Kap-1,NA,Scl
763,Eps Phe,NA,0.156836,-45.747426,44.2087,3.88,0.652,K0III,1.013,Eps,NA,Phe
811,34    Psc,NA,0.167278,11.145813,93.633,5.54,0.683,B9V,-0.064,NA,34,Psc
812,Gam3Oct,NA,0.167293,-82.224047,78.064,5.29,0.828,K1/K2III,1.049,Gam-3,NA,Oct
838,NA,NA,0.171908,-5.248588,58.309,5.84,2.011,K1III,0.973,NA,NA,Psc
839,22    And,NA,0.172012,46.072272,377.3585,5.01,-2.874,F2II,0.405,NA,22,And
871,NA,NA,0.178565,-12.579897,75.0188,5.84,1.464,K0III,1,NA,NA,Cet
908,6    Cet,NA,0.187739,-15.467977,18.7477,4.89,3.525,F5V,0.487,NA,6,Cet
928,Kap2Scl,NA,0.192894,-27.799737,243.309,5.41,-1.521,K2III,1.346,Kap-2,NA,Scl
948,The Scl,NA,0.195552,-35.133119,21.2766,5.24,3.6,F3/F5V,0.459,The,NA,Scl
981,NA,NA,0.202773,-17.938278,190.8397,5.29,-1.113,K4III,1.478,NA,NA,Cet
1065,88Gam Peg,Algenib,0.220598,15.183596,120.048,2.83,-2.567,B2IV,-0.19,Gam,88,Peg
1072,NA,NA,0.222099,-84.993978,298.5075,5.78,-1.595,M0/M1III,1.71,NA,NA,Oct
1084,23    And,NA,0.22524,41.03537,34.904,5.71,2.996,F0IV,0.331,NA,23,And
1094,NA,NA,0.228401,-26.022345,396.8254,5.94,-2.053,K5III,1.548,NA,NA,Scl
1156,NA,NA,0.241008,-7.780532,178.5714,5.13,-1.129,M3IIIvar,1.601,NA,NA,Cet
1166,89Chi Peg,NA,0.243378,20.206702,112.8668,4.79,-0.473,M2III,1.572,Chi,89,Peg
1169,7    Cet,NA,0.244005,-18.932866,137.1742,4.44,-1.246,M1III,1.64,NA,7,Cet
1189,NA,NA,0.248476,-9.569571,103.8422,5.77,0.688,B9V,-0.084,NA,NA,Cet
1286,NA,NA,0.269126,-31.446394,152.207,5.66,-0.252,K2III,1.35,NA,NA,Scl
1351,NA,NA,0.282513,61.533185,190.1141,5.74,-0.655,G8III,0.898,NA,NA,Cas
1363,24The And,NA,0.284863,38.681636,94.697,4.61,-0.272,A2V,0.059,The,24,And
1369,NA,NA,0.285845,47.947405,343.6426,5.86,-1.821,B7III,-0.079,NA,NA,Cas
1470,25Sig And,NA,0.305463,36.785224,41.3223,4.51,1.429,A2V,0.054,Sig,25,And
1490,NA,NA,0.310625,31.517227,166.6667,5.88,-0.229,A0IV,-0.014,NA,NA,And
1559,8Iot Cet,NA,0.323799,-8.823921,84.1751,3.56,-1.066,K2III,1.214,Iot,8,Cet
1595,Zet Tuc,NA,0.334142,-64.874791,8.5866,4.23,4.561,F9V,0.576,Zet,NA,Tuc
1626,NA,NA,0.340111,30.935614,159.7444,5.89,-0.127,B7V,-0.098,NA,NA,And
1641,41    Psc,NA,0.343295,8.190271,125,5.38,-0.105,K3III,1.343,NA,41,Psc
1643,Pi  Tuc,NA,0.344178,-69.624913,97.561,5.5,0.554,B9V,-0.046,Pi,NA,Tuc
1653,NA,NA,0.345978,32.911186,191.9386,5.79,-0.626,K5III,1.595,NA,NA,And
1682,27Rho And,NA,0.352017,37.968603,48.5437,5.16,1.729,F5III,0.442,Rho,27,And
1702,NA,NA,0.357986,-77.426873,174.8252,5.96,-0.253,K3III,1.397,NA,NA,Hyi
1704,Iot Scl,NA,0.358665,-28.981469,101.3171,5.18,0.152,K0III,1.006,Iot,NA,Scl
1724,NA,NA,0.362853,-20.058024,270.2703,5.61,-1.549,M5/M6Ib/II,1.58,NA,NA,Cet
1916,NA,NA,0.404348,52.019914,306.7485,5.58,-1.854,B5IV,-0.11,NA,NA,Cas
1955,12    Cas,NA,0.413193,61.831057,215.0538,5.38,-1.283,B9III,0.008,NA,12,Cas
1977,NA,NA,0.418445,53.046786,158.2278,5.72,-0.276,B9IV,-0.056,NA,NA,Cas
2000,44    Psc,NA,0.423391,1.939692,144.0922,5.77,-0.023,G5III,0.855,NA,44,Psc
2016,Bet Hyi,NA,0.427916,-77.254247,7.4588,2.82,3.457,G2IV,0.618,Bet,NA,Hyi
2069,Kap Phe,NA,0.436716,-43.679829,23.8095,3.93,2.046,A7V,0.175,Kap,NA,Phe
2076,Alp Phe,Ankaa,0.438056,-42.305981,25.974,2.4,0.327,K0III...,1.083,Alp,NA,Phe
2153,NA,NA,0.454085,-25.54717,176.0563,5.99,-0.238,K0III,1.022,NA,NA,Scl
2204,Eta Scl,NA,0.465472,-33.007167,138.5042,4.86,-0.847,M2/M3III,1.634,Eta,NA,Scl
2213,47    Psc,NA,0.467475,17.893125,162.0746,5.01,-1.039,M3IIIvar,1.584,NA,47,Psc
2220,NA,NA,0.470454,44.394452,86.6551,5.18,0.491,A2Vs,0.043,NA,NA,And
2234,NA,NA,0.474027,-39.915002,115.2074,5.42,0.113,M0III,1.556,NA,NA,Phe
2347,12    Cet,NA,0.500655,-3.957332,173.913,5.72,-0.482,M0III,1.545,NA,12,Cet
2349,28    And,NA,0.502045,29.751557,62.7746,5.2,1.211,A7III,0.271,NA,28,And
2371,NA,NA,0.505534,59.977554,235.8491,5.94,-0.923,B9IIIn,-0.003,NA,NA,Cas
2375,NA,NA,0.506293,-23.78768,53.1067,5.17,1.544,A3V,0.128,NA,NA,Cet
2377,NA,NA,0.507242,-48.21491,43.0849,5.67,2.498,F2V,0.367,NA,NA,Phe
2466,Lam1Phe,NA,0.523594,-48.803514,52.9661,4.76,1.14,A0V,0.018,Lam-1,NA,Phe
2469,NA,NA,0.523787,33.581642,116.144,5.88,0.555,K1III...,1.133,NA,NA,And
2478,Bet1Tuc,NA,0.525725,-62.958218,41.4079,4.36,1.275,B9V,-0.064,Bet-1,NA,Tuc
2479,Bet2Tuc,NA,0.525946,-62.965561,51.6529,4.53,0.965,A2V,0.147,Bet-2,NA,Tuc
2491,NA,NA,0.528105,52.839526,116.8224,5.59,0.252,K2III,1.163,NA,NA,Cas
2499,14Lam Cas,NA,0.529539,54.522289,115.7407,4.74,-0.577,B8Vn,-0.098,Lam,14,Cas
2543,51    Psc,NA,0.539939,6.955463,80.9717,5.69,1.148,B9.5V,-0.014,NA,51,Psc
2562,52    Psc,NA,0.543189,20.294316,80,5.38,0.865,K0III,1.069,NA,52,Psc
2572,Bet3Tuc,NA,0.545512,-63.0315,45.5581,5.07,1.777,A0V,0.038,Bet-3,NA,Tuc
2592,15Kap Cas,NA,0.549997,62.931783,100000,4.17,-15.83,B1Ia,0.13,Kap,15,Cas
2605,NA,NA,0.552879,54.894985,114.1553,5.93,0.643,K0III,1.037,NA,NA,Cas
2655,NA,NA,0.561401,-29.558278,165.0165,5.55,-0.538,K1III,1.262,NA,NA,Scl
2705,NA,NA,0.574374,-52.37309,25.4842,5.57,3.539,F3IV-V,0.472,NA,NA,Phe
2756,13    Cet,NA,0.587466,-3.592846,21.254,5.2,3.563,F8V...,0.567,NA,13,Cet
2781,14    Cet,NA,0.592454,-0.50561,54.4959,5.94,2.258,F5IV,0.444,NA,14,Cet
2796,Lam2Phe,NA,0.594767,-48.000907,34.8189,5.51,2.801,F6V,0.461,Lam-2,NA,Phe
2848,NA,NA,0.602306,54.16845,164.4737,5.08,-1,B7III,-0.098,NA,NA,Cas
2870,NA,NA,0.607595,60.326215,100000,5.78,-14.22,A4III,0.294,NA,NA,Cas
2894,NA,NA,0.612903,44.488587,189.0359,5.14,-1.243,K5III,1.587,NA,NA,And
2897,53    Psc,NA,0.613142,15.231725,318.4713,5.89,-1.625,B2.5IV,-0.146,NA,53,Psc
2906,29Pi  And,NA,0.61468,33.719344,183.4862,4.34,-1.978,B5V,-0.123,Pi,29,And
2914,17Zet Cas,NA,0.616188,53.896909,181.8182,3.69,-2.608,B2IV,-0.196,Zet,17,Cas
2935,NA,NA,0.622393,-24.767267,15.4012,5.57,4.632,K1V+...,0.715,NA,NA,Cet
2936,NA,NA,0.622561,35.399501,259.7403,5.45,-1.623,G5III,0.886,NA,NA,And
3025,30Eps And,NA,0.642602,29.311751,50.226,4.34,0.835,G5III...,0.871,Eps,30,And
3077,NA,NA,0.652748,49.354589,641.0256,5.45,-3.584,K5III,1.644,NA,NA,Cas
3086,31Del And,NA,0.655462,30.861024,32.352,3.27,0.72,K3III...,1.268,Del,31,And
3087,54    Psc,NA,0.656063,21.250472,11.0595,5.88,5.661,K0V,0.85,NA,54,Psc
3132,55    Psc,NA,0.665436,21.438495,127.0648,5.36,-0.16,F3V...,1.16,NA,55,Psc
3163,NA,NA,0.673659,-59.454604,24.9563,5.89,3.904,G1V,0.564,NA,NA,Tuc
3172,18Alp Cas,Shedir,0.675116,56.537331,69.979,2.24,-1.985,K0II-IIIvar,1.17,Alp,18,Cas
3186,NA,NA,0.678437,-4.351841,144.5087,5.9,0.101,K0III,1.091,NA,NA,Cet
3224,32    And,NA,0.68533,39.458664,108.8139,5.3,0.117,G8III,0.891,NA,32,And
3238,Mu  Phe,NA,0.688766,-46.085007,75.358,4.59,0.204,G8III,0.953,Mu,NA,Phe
3271,Xi  Phe,NA,0.69621,-56.501315,67.0241,5.72,1.589,Ap,0.131,Xi,NA,Phe
3292,NA,NA,0.700953,66.147592,158.4786,5.83,-0.17,G9III-IV,1.042,NA,NA,Cas
3293,19Xi  Cas,NA,0.701081,50.512526,438.5965,4.8,-3.41,B2.5V,-0.105,Xi,19,Cas
3323,Rho Tuc,NA,0.707869,-65.46803,41.0341,5.38,2.314,F6V,0.515,Rho,NA,Tuc
3345,NA,NA,0.711609,-60.262807,70.8215,5.99,1.739,K5III,1.318,NA,NA,Tuc
3398,Eta Phe,NA,0.722567,-57.46306,75.5287,4.36,-0.031,A0IV,0.024,Eta,NA,Phe
3407,20Pi  Cas,NA,0.724466,47.024546,53.6769,4.95,1.301,A5V,0.17,Pi,20,Cas
3413,16Bet Cet,Diphda,0.72649,-17.986605,29.5334,2.04,-0.312,K0III,1.019,Bet,16,Cet
3448,17Phi1Cet,NA,0.7365,-10.60955,71.6332,4.77,0.494,K0IIIvar,0.998,Phi-1,17,Cet
3449,Lam2Scl,NA,0.736683,-38.421686,103.8422,5.9,0.818,K1III,1.144,Lam-2,NA,Scl
3471,NA,NA,0.740612,47.863984,191.2046,5.66,-0.747,B5V...,-0.113,NA,NA,Cas
3496,22Omi Cas,NA,0.74542,48.284364,215.5172,4.48,-2.187,B5III,-0.069,Omi,22,Cas
3497,NA,NA,0.745666,-22.006135,26.7451,5.22,3.084,F0V,0.35,NA,NA,Cet
3513,NA,NA,0.749187,-42.676558,64.3915,5.94,1.896,A7V,0.297,NA,NA,Phe
3536,NA,NA,0.754774,55.221396,98.8142,5.41,0.436,A2Vs,0.022,NA,NA,Cas
3564,21    Cas,NA,0.760862,74.988073,93.0233,5.64,0.797,A2IV,0.078,NA,21,Cas
3575,NA,NA,0.76265,-47.551985,15.1584,5.8,4.897,G5IV,0.635,NA,NA,Phe
3599,NA,NA,0.769929,-22.522097,93.2836,5.49,0.641,G8/K0III,0.978,NA,NA,Cet
3624,57    Psc,NA,0.775822,15.475504,238.0952,5.36,-1.524,M4III,1.559,NA,57,Psc
3667,58    Psc,NA,0.783738,11.973849,86.8056,5.51,0.817,G8II,0.987,NA,58,Psc
3685,34Zet And,NA,0.788981,24.267178,58.0046,4.08,0.263,K1II,1.1,Zet,34,And
3689,60    Psc,NA,0.789898,6.740956,141.2429,5.98,0.23,G8III,0.941,NA,60,Psc
3709,NA,NA,0.795339,-18.061339,108.9325,5.7,0.514,K3III,1.3,NA,NA,Cet
3713,23    Cas,NA,0.796119,74.847573,236.4066,5.42,-1.448,B8III,-0.066,NA,23,Cas
3733,NA,NA,0.800296,-21.722492,105.1525,5.57,0.461,B9V,-0.058,NA,NA,Cet
3742,NA,NA,0.802487,72.674482,61.237,5.86,1.925,K0IV,1.01,NA,NA,Cas
3752,62    Psc,NA,0.804836,7.299928,177.6199,5.92,-0.327,G8III,1.104,NA,62,Psc
3759,NA,96 G. Psc,0.806382,5.280615,7.4549,5.74,6.378,K2V,0.89,NA,NA,Psc
3773,Lam Hyi,NA,0.809777,-74.923438,64.9351,5.09,1.028,K5III,1.345,Lam,NA,Hyi
3778,63Del Psc,NA,0.811373,7.585079,95.4198,4.44,-0.458,K5III,1.5,Del,63,Psc
3793,25Nu  Cas,NA,0.813892,50.968168,126.2626,4.9,-0.606,B9III,-0.091,Nu,25,Cas
3802,64    Psc,NA,0.816308,16.940644,23.4522,5.07,3.219,F8V...,0.502,NA,64,Psc
3814,24Eta Cas,NA,0.81826,57.815187,5.9531,3.46,4.586,G0V SB,0.587,Eta,24,Cas
3825,NA,NA,0.82054,-24.136672,57.9039,5.9,2.086,K0III,0.944,NA,NA,Cet
3841,NA,NA,0.823782,-13.561274,85.1064,5.59,0.94,K3III,1.325,NA,NA,Cet
3871,35Nu  And,NA,0.830234,41.078911,189.3939,4.53,-1.857,B5V SB,-0.136,Nu,35,And
3875,65    Psc,NA,0.831433,27.710286,88.574,5.55,0.813,F5III+...,0.398,NA,65,Psc
3899,19Phi2Cet,NA,0.835443,-10.644326,15.753,5.17,4.183,F7IV-V,0.514,Phi-2,19,Cet
3939,Rho Phe,NA,0.844768,-50.986816,74.239,5.24,0.887,F2III,0.356,Rho,NA,Phe
3941,NA,NA,0.845442,64.247549,196.0784,5.35,-1.112,A4V comp SB,0.528,NA,NA,Cas
4095,NA,NA,0.877951,-24.005844,171.2329,5.47,-0.698,K1III,1.275,NA,NA,Cet
4137,20    Cet,NA,0.883471,-1.14426,179.8561,4.78,-1.495,M0III,1.55,NA,20,Cet
4142,NA,NA,0.884511,61.12397,18.7441,4.8,3.436,F8V,0.54,NA,NA,Cas
4190,NA,NA,0.893839,-62.871352,218.3406,5.73,-0.966,M4III,1.574,NA,NA,Tuc
4257,66    Psc,NA,0.909785,19.188417,108.1081,5.8,0.631,A1Vn,-0.016,NA,66,Psc
4273,NA,NA,0.914667,83.707435,87.7193,5.59,0.875,A4V,0.105,NA,NA,Cep
4278,36    And,NA,0.916139,23.628335,37.9795,5.46,2.562,K1IV,1.012,NA,36,And
4282,26Ups1Cas,NA,0.916715,58.972698,100.7049,4.83,-0.185,K2III,1.216,Ups-1,26,Cas
4283,Lam2Tuc,NA,0.916751,-69.527084,68.0272,5.45,1.287,G7III,1.095,Lam-2,NA,Tuc
4336,NA,NA,0.928444,-7.347149,184.5018,5.88,-0.45,K5III,1.52,NA,NA,Cet
4361,22Phi3Cet,NA,0.933747,-11.266526,168.9189,5.35,-0.788,K4III,1.505,Phi-3,22,Cet
4412,28Ups2Cas,NA,0.944432,59.181056,61.2745,4.62,0.684,G8III-IV,0.957,Ups-2,28,Cas
4417,27Gam Cas,Cih,0.945143,60.71674,168.3502,2.15,-3.981,B0IV:evar,-0.046,Gam,27,Cas
4426,37Mu  And,NA,0.945885,38.499345,39.7772,3.86,0.862,A5V,0.13,Mu,37,And
4430,NA,NA,0.946377,60.362836,165.0165,5.56,-0.528,B8V,-0.054,NA,NA,Cas
4453,38Eta And,NA,0.953445,23.417648,70.4225,4.4,0.161,G8III-IV,0.94,Eta,38,And
4500,68    Psc,NA,0.963931,28.992217,198.8072,5.44,-1.052,G6III,1.076,NA,68,Psc
4542,NA,NA,0.970615,33.950885,56.3698,5.99,2.235,K0,1,NA,NA,And
4562,NA,NA,0.975285,66.351793,107.4114,5.97,0.815,A0III,-0.008,NA,NA,Cas
4567,Alp Scl,NA,0.976766,-29.357449,238.0952,4.3,-2.584,B7IIIp,-0.154,Alp,NA,Scl
4577,23Phi4Cet,NA,0.97885200000000006,-11.379975,98.0392,5.62,0.663,G7III,0.949,Phi-4,23,Cet
4665,NA,NA,1.000988,44.713243,119.0476,5.69,0.311,B9.5Vn,-0.01,NA,NA,And
4760,Xi  Scl,NA,1.02174,-38.916527,157.4803,5.59,-0.396,K1III,1.185,Xi,NA,Scl
4842,Sig Scl,NA,1.040674,-31.552005,71.2251,5.5,1.237,A1/A2IV,0.083,Sig,NA,Scl
4879,69Sig Psc,NA,1.046971,31.804263,132.9787,5.5,-0.119,B9.5V,-0.043,Sig,69,Psc
4880,NA,NA,1.046997,-46.397311,73.0994,5.39,1.07,G8III,0.9,NA,NA,Phe
4893,39    And,NA,1.048407,41.345157,107.2961,5.95,0.797,A5m,0.161,NA,39,And
4896,71Eps Psc,NA,1.049058,7.890135,55.7414,4.27,0.539,K0III,0.952,Eps,71,Psc
4904,25    Cet,NA,1.050705,-4.836601,102.2495,5.4,0.352,K0III-IV,1.106,NA,25,Cet
4951,NA,NA,1.06028,61.074823,613.4969,5.92,-3.019,F0II,0.512,NA,NA,Cas
4988,NA,NA,1.06733,52.502161,326.7974,5.99,-1.581,K2,1.447,NA,NA,Cas
5011,NA,NA,1.072084,61.580184,80.7754,5.83,1.294,F6V,0.569,NA,NA,Cas
5071,72    Psc,NA,1.084821,14.946133,54.5852,5.64,1.955,F4II-III,0.42,NA,72,Psc
5121,74Psi1Psc,NA,1.094709,21.473181,84.317,5.33,0.7,A1Vn,0.003,Psi-1,74,Psc
5122,74Psi1Psc,NA,1.094919,21.465442,85.9107,5.55,0.88,A0Vn,-0.048,Psi-1,74,Psc
5154,Bet Phe,NA,1.101407,-46.718414,100000,3.32,-16.68,G8IIIvar,0.885,Bet,NA,Phe
5155,28    Cet,NA,1.10143,-9.839354,180.8318,5.58,-0.706,A1V,0.009,NA,28,Cet
5257,Iot Tuc,NA,1.121838,-61.775289,93.2836,5.36,0.511,G5III,0.884,Iot,NA,Tuc
5285,30    Cet,NA,1.129502,-9.78555,47.1476,5.71,2.343,F7IV,0.446,NA,30,Cet
5289,Ups Phe,NA,1.129957,-41.486916,56.9476,5.21,1.433,A3V,0.159,Ups,NA,Phe
5299,79Psi2Psc,NA,1.132544,20.739113,47.3037,5.56,2.186,A3V,0.121,Psi-2,79,Psc
5306,41    And,NA,1.133559,43.942092,58.9623,5.04,1.187,A3m,0.109,NA,41,And
5325,30Mu  Cas,NA,1.137477,54.92034,7.554,5.17,5.779,G5Vp,0.704,Mu,30,Cas
5335,80    Psc,NA,1.1395,5.649819,35.2113,5.51,2.777,F0III-IV,0.334,NA,80,Psc
5337,Zet Phe,NA,1.139742,-55.24576,91.5751,3.94,-0.869,B6V + B0V,-0.12,Zet,NA,Phe
5350,NA,NA,1.142627,58.263449,184.8429,5.77,-0.564,B8V,-0.019,NA,NA,Cas
5353,31Eta Cet,NA,1.143164,-10.182264,37.9939,3.46,0.561,K2III,1.161,Eta,31,Cet
5361,NA,NA,1.145613,86.25709,85.9107,4.24,-0.43,K2II-III,1.213,NA,NA,Cep
5423,42Phi And,NA,1.158368,47.241792,219.7802,4.26,-2.45,B7III,0.012,Phi,42,And
5436,43Bet And,Mirach,1.162194,35.620558,60.5327,2.07,-1.84,M0IIIvar,1.576,Bet,43,And
5443,81Psi3Psc,NA,1.163667,19.658408,115.4734,5.57,0.258,G0III,0.697,Psi-3,81,Psc
5482,44    And,NA,1.17188,42.081475,52.2739,5.67,2.079,F8V,0.603,NA,44,And
5483,NA,NA,1.17207,25.457763,120.7729,5.81,0.4,K5III,1.466,NA,NA,Psc
5498,33    Cet,NA,1.175987,2.44567,235.2941,5.97,-0.888,K4III,1.491,NA,33,Cet
5506,31    Cas,NA,1.177579,68.778621,84.8896,5.32,0.676,A0Vnn,-0.014,NA,31,Cas
5530,33The Cas,NA,1.185017,55.149901,40.95,4.34,1.279,A7Vvar,0.17,The,33,Cas
5532,82    Psc,NA,1.185213,31.424736,147.2754,5.15,-0.691,F0V,0.261,NA,82,Psc
5537,45    And,NA,1.186189,37.724121,242.1308,5.8,-1.12,B7III-IV,-0.095,NA,45,And
5554,NA,NA,1.190428,64.202677,124.0695,5.56,0.092,B9.5V,-0.052,NA,NA,Cas
5559,84Chi Psc,NA,1.190894,21.03465,117.6471,4.66,-0.693,K0III,1.024,Chi,84,Psc
5574,83Tau Psc,NA,1.194342,30.089638,51.7598,4.51,0.94,K0III-IV...,1.092,Tau,83,Psc
5577,32    Cas,NA,1.194829,65.018854,119.0476,5.57,0.191,B9IV,-0.072,NA,32,Cas
5582,34    Cet,NA,1.195419,-2.251079,171.8213,5.93,-0.245,K4III,1.403,NA,34,Cet
5614,NA,NA,1.204601,79.673963,82.85,5.6,1.009,A3V,0.008,NA,NA,Cep
5649,NA,NA,1.212616,-37.856479,69.3963,5.95,1.743,A9IV: (+F/G),0.281,NA,NA,Scl
5725,86Zet Psc,NA,1.228857,7.575354,53.3049,5.21,1.576,A7IV,0.32,Zet,86,Psc
5730,85Phi Psc,NA,1.229152,24.583713,136.7989,4.67,-1.01,K0III...,1.047,Phi,85,Psc
5766,87    Psc,NA,1.235453,16.133479,139.47,5.97,0.248,B8III,-0.082,NA,87,Psc
5786,37    Cet,NA,1.240011,-7.922826,23.3863,5.14,3.295,F5V,0.448,NA,37,Cet
5820,38    Cet,NA,1.246992,-0.973795,42.9185,5.7,2.537,F5V,0.428,NA,38,Cet
5849,Nu  Phe,NA,1.253043,-45.531664,15.1149,4.97,4.073,F8V,0.571,Nu,NA,Phe
5884,Kap Tuc,NA,1.262704,-68.875927,20.9556,4.25,2.643,F6IV,0.48,Kap,NA,Tuc
5913,NA,NA,1.269972,71.743842,847.4576,5.87,-3.771,K1V,2.042,NA,NA,Cas
5939,39    Cet,NA,1.276747,-2.500368,80.5802,5.42,0.889,G5III-IVe,0.888,NA,39,Cet
6048,89    Psc,NA,1.296654,3.614466,75.3012,5.13,0.746,A3V,0.071,NA,89,Psc
6179,90Ups Psc,NA,1.324443,27.264059,94.4287,4.74,-0.136,A3V,0.032,Ups,90,Psc
6212,42    Cet,NA,1.330082,-0.509029,100.7049,5.87,0.855,A7V...,0.635,NA,42,Cet
6228,34Phi Cas,NA,1.334699,58.231611,100000,4.95,-15.05,F0Ia,0.683,Phi,34,Cas
6301,91    Psc,NA,1.352047,28.738207,107.4114,5.23,0.075,K5III,1.396,NA,91,Psc
6397,46Xi  And,NA,1.372337,45.528778,65.7462,4.87,0.781,K0III-IV,1.077,Xi,46,And
6478,NA,NA,1.390264,20.468967,306.7485,5.97,-1.464,K5,1.677,NA,NA,Psc
6488,NA,NA,1.391933,-30.945617,299.4012,5.84,-1.541,M0III,1.612,NA,NA,Scl
6500,47    And,NA,1.394612,37.714943,63.857,5.6,1.574,A1m,0.276,NA,47,And
6523,45The Cet,NA,1.40039,-8.183257,34.8918,3.6,0.886,K0III,1.065,The,45,Cet
6550,NA,NA,1.405695,-6.914656,46.6418,5.92,2.576,F4V,0.407,NA,NA,Cet
6578,NA,NA,1.411329,-41.492549,72.2543,5.42,1.126,K0III,1.03,NA,NA,Phe
6617,NA,NA,1.418136,-64.369478,277.0083,5.92,-1.292,M0III,1.561,NA,NA,Hyi
6656,46    Cet,NA,1.427009,-14.598796,88.1834,4.9,0.173,K2III,1.231,NA,46,Cet
6672,37Del Cas,Ruchbah,1.430216,60.235283,30.4785,2.66,0.24,A5Vv SB,0.16,Del,37,Cas
6678,36Psi Cas,NA,1.432208,68.130012,59.8086,4.72,0.836,K0III,1.047,Psi,36,Cas
6692,93Rho Psc,NA,1.437573,19.172346,25.2143,5.35,3.342,F2V:var,0.395,Rho,93,Psc
6697,NA,NA,1.438517,43.457739,41.7188,5.98,2.878,F7V,0.52,NA,NA,And
6718,94    Psc,NA,1.44491,19.240422,85.5432,5.5,0.839,K1III,1.106,NA,94,Psc
6734,47    Cet,NA,1.447657,-13.056512,37.4672,5.51,2.642,F0V,0.321,NA,47,Cet
6799,48Ome And,NA,1.460915,45.406687,28.6205,4.83,2.547,F5IV,0.421,Ome,48,And
6853,Gam Phe,NA,1.472759,-43.318234,71.6332,3.41,-0.866,K5II-III,1.542,Gam,NA,Phe
6946,48    Cet,NA,1.49337,-21.629339,71.3776,5.11,0.842,A0V,0.028,NA,48,Cet
6985,49    And,NA,1.501695,47.007274,90.1713,5.27,0.495,K0III,0.999,NA,49,And
6993,98Mu  Psc,NA,1.503087,6.14382,93.1966,4.84,-0.007,K4III,1.372,Mu,98,Psc
7002,NA,NA,1.506362,-26.207851,137.931,5.92,0.222,K2III,1.327,NA,NA,Scl
7064,38    Cas,NA,1.520444,70.264604,28.9771,5.82,3.51,F6V,0.489,NA,38,Cas
7068,Del Phe,NA,1.520851,-49.072702,43.573,3.93,0.734,K0III-IV,0.972,Del,NA,Phe
7083,99Eta Psc,NA,1.524725,15.345823,107.1811,3.62,-1.531,G8III,0.974,Eta,99,Psc
7104,NA,NA,1.52868,-30.283081,102.3541,5.79,0.739,K0III,1.073,NA,NA,Scl
